,_id,bambini,pattinatori,descrizione,ultimo_aggiornam,link_imm_percorso
10,2305, Non votato, Non votato,"
Corropoli Nereto collinare

"," 25 maggio 10

",https://www.piste-ciclabili.com/print/2305-bivio_corropoli_-_nereto
11,1927, No, Si,"
Pista ciclabile di capistrello, a quanto pare non molto usata, ma c'è

"," 8 dicembre 09

",https://www.piste-ciclabili.com/print/1927-capistrello:_ciclabile_ss82
12,2423, Si, Non votato,"
Percorso quasi pianeggiante lungo 6.5 km, immerso nel Bosco Martese, adatto a essere pedalato da tutta la famiglia, bambini compresi (se accompagnati naturalmente).
Il primo chilometro è asfaltato e in lieve salita. La rimanente parte è con fondo in ghiaia. D'inverno il percorso, quando è innevato, si può percorrere con gli sci da fondo. D'estate e nele mezze stagioni , si percorre facilmente in mountain bike. Pochissime le auto (perchè sul tratto in ghiaia si paga il pedaggio).

"," 5 luglio 10

",https://www.piste-ciclabili.com/print/2423-ceppo_-_cascate_della_morricana
13,2672, Si, No,"
Pista lungo le sponde est e ovest del lago di Scanno con variante sino all'ingresso del paese di Villalago.

"," 20 ottobre 10

",https://www.piste-ciclabili.com/print/2672-ciclabile_lago_di_scanno
14,1913, No, No,"
Ciclabile che parte dal paese di Villalago e termina raggiunto l'omonimo lago.

"," 6 dicembre 09

",https://www.piste-ciclabili.com/print/1913-ciclabile_villalago
15,3178, Si, Si,"
Pista ciclopedonale del lungomare di Fossacesia Marina. La pista è ricavata dal fondo stradale, ed è contraddistinta dai tipici cartelli blu sia affissi di tanto in tanto lungo il percorso che disegnati sul fondo stradale stesso.

Da segnalare il fatto che il percorso stradale nella quale è stata ricavata la pista ciclabile, diventa molto trafficato durante l'estate per via dei turisti che affollano il lido.

"," 11 agosto 11

",https://www.piste-ciclabili.com/print/3178-ciclopedonale_di_fossacesia_marina
16,3190, Si, Si,"
Pista ciclopedonale ricavata da fondo stradale, separata dalle auto con delle barriere.

La pista si trova lungo la strada statale che collega Orsogna ad Ortona.

"," 13 agosto 11

",https://www.piste-ciclabili.com/print/3190-ciclopedonale_di_orsogna
17,3181, Si, Si,"
Pista ciclabile che sale verso Pretoro da Via Crocifisso, ricavata dal fondo stradale ma non separata fisicamente dalla carreggiata. E contraddistinta da un fondo stradale di colore rosso.

Può rappresentare un'importante risorsa per i cicloturisti che giungono a Pretoro attraverso la Val di Foro, che così si trovano uno spazio dedicato lungo un tratto di strada mediamente trafficato.

Una volta giunti a Pretoro è possibile scegliere uno dei numerosi percorsi stradali o sentieri che risalgono la Maiella dal versante orientale.

"," 11 agosto 11

",https://www.piste-ciclabili.com/print/3181-ciclopedonale_di_pretoro
18,4194, No, No,"
Da Termoli a Pescara passando per Punta Aderci.

"," 17 febbraio 13

",https://www.piste-ciclabili.com/print/4194-ciclovia_adriatica:_termoli_-_pescara
19,2358, Non votato, Si,"
Percorso stradale che attraversa Cologna spiaggia.

"," 9 giugno 10

",https://www.piste-ciclabili.com/print/2358-cologna_spiaggia:_attraversamento
20,3317, No, No,"
Sentiero per mountain-bike che comincia dalla SP38 sopra Cona e termina nella Contrada Versante Bosco, nel comune di Carpineto della Nora.

"," 28 agosto 11

",https://www.piste-ciclabili.com/print/3317-cona_-_versante_bosco_(mtb)
21,3837, No, No,"
Collinare da Controguerra a villa Lempa

"," 11 giugno 12

",https://www.piste-ciclabili.com/print/3837-controguerra_-_villa_lempa
22,76, Si, Si,"
L'itinerario ciclabile percorre il lungomare adriatico delle localitÃ  abruzzesi di Alba Adriatica, Tortoreto lido, Giulianova spiaggia e Cologna spiaggia.

Fa parte della Ciclovia Adriatica, il ramo n. 6 della rete nazionale BicItalia.

"," 27 agosto 19

",https://www.piste-ciclabili.com/print/76-corridoio_verde_adriatico:_alba_adriatica_-_cologna_spiaggia
23,463, Si, Si,"
Pista ciclopedonale lungo la riva dell'Adriatico dell'Abruzzo teramano nel Comune di Pineto.

In lunghi tratti il percorso passa anche sotto le pinete, a volte anche su terra battuta (ivi si può percorrere anche con bici da strada ma non bici da corsa).

"," 16 giugno 11

",https://www.piste-ciclabili.com/print/463-corridoio_verde_adriatico:_scerne_-_pineto
24,2935, No, No,"
Itinerario che attraversa Bivio Corropoli - Controguerra - Colonnella - Civita - Villa Rosa

"," 4 maggio 11

",https://www.piste-ciclabili.com/print/2935-corropoli_-_martinsicuro
25,4543, No, No,"
Ciclostrada da Cupello a Monteodorisio

"," 22 giugno 13

",https://www.piste-ciclabili.com/print/4543-cupello_-_monteodorisio
26,2117, Non votato, Non votato,"
Percorso lungo l'argine del Tronto, sponda marchigiana (nord). In attesa del completamento della pista ciclabile, la parte più a valle (tranne una breve eccezione) è su stradine secondarie.

La parte più a monte è su pista ciclabile.

Aggiornamento del 10/6/2010 by Giorgio:
il tratto fra Colli del Tronto e Pagliare attualmente è interrotto causa una frana provocata dal fiume tronto.comunque è possibile arrangiarsi x campi.

"," 4 gennaio 13

",https://www.piste-ciclabili.com/print/2117-fiume_tronto:_risalita_lungo_l%27argine_nord
27,1733, No, No,"
Percorso su strada provinciale SP8. Pendenza minima, strada larga e sicura, relativamente poco trafficata. Il traffico diminuisce notevolmente dalla costa verso l'interno. Le striscie che delimitano le corsie lasciano due fasce laterali abbastanza larghe per el bici.

Il percorso è adatto a velocisti e per allenamenti leggeri. Frequentatissimo da amatori e corridori da strada. Permette con facilità e relativa sicurezza di spingersi nel'entroterra.

"," 10 ottobre 09

",https://www.piste-ciclabili.com/print/1733-fondovalle_salinello
28,1678, Non votato, No,"
l'itinerario parte da Fonte Medoro comune di Tollo e risalendo la splendida vallata del torrente Venna conduce, completamente circondati da vigneti lussureggianti, fino al Bosco la Selva ed alle sorgenti del Vallone.

"," 30 agosto 09

",https://www.piste-ciclabili.com/print/1678-fonte_medoro_-_bosco_la_selva
29,4080, No, Non votato,"
Passaggio fuori strada ai piedi del Monte Camicia

"," 18 novembre 12

",https://www.piste-ciclabili.com/print/4080-fonte_vetica
30,4076, No, Si,"
Salita asfaltata

"," 18 novembre 12

",https://www.piste-ciclabili.com/print/4076-fonte_vetica:_asfalto
31,4077, No, Non votato,"
Dalla strada per Campo Imperatore parte una strada di ghiaia fino ad una ex miniera.

"," 18 novembre 12

",https://www.piste-ciclabili.com/print/4077-fonte_vetica:_ex_miniera
32,2719, Si, Si,"
Strada dedicata solo alle bici e ai pedoni e chiusa al traffico nel 2010.

"," 17 novembre 10

",https://www.piste-ciclabili.com/print/2719-francavilla_al_mare:_lungomare_centrale_sud
33,1761, Si, No,"
Ciclabile ricavata sul marciapiede, con fondo in asfalto dipinto di rosso. Una striscia e segnaletica orizzontale separano la zona pedonale da quella ciclabile.

"," 14 ottobre 09

",https://www.piste-ciclabili.com/print/1761-francavilla_nord
34,1760, Si, No,"
Ciclabile in sede propria, con fondo pitturato rosso.

"," 14 ottobre 09

",https://www.piste-ciclabili.com/print/1760-francavilla_sud
35,2505, Non votato, Si,"
Tratto di lungomare terminale di Francavilla. Parte della Ciclovia Adriatica (BicItalia n. 6). Superato il fiume Foro (vedi descrizione punto F) si può raggiungere la stazione di Toollo verso Ortona.

"," 24 agosto 10

",https://www.piste-ciclabili.com/print/2505-francavilla_sud_-_foce_del_foro
36,597, Non votato, Si,"
Anello intorno al lago artificiale di Campotosto

"," 22 giugno 08

",https://www.piste-ciclabili.com/print/597-giro_del_lago_di_campotosto
37,599, Non votato, Si,"
IL percorso costeggia il Lago di Mascioni che è un ramo del più ampio lago artificiale sito a 1310 metri di quota

"," 23 giugno 08

",https://www.piste-ciclabili.com/print/599-giro_del_lago_di_mascioni
38,2779, No, No,"
Questo giro ragguinge i comune dell' ""Unione dei Comuni della Marrucina"": Orsogna, Poggiofiorito, Arielli, Tollo, Filetto e Canosa Sanita

","e 11

",https://www.piste-ciclabili.com/print/2779-giro_della_marrucina
39,2802, No, No,"
Si parte dalla località Traversa di Campli dove esiste un ampio parcheggio, si segue la direzione Roiano.

Arrivati in questa piccola frazione proseguire in direzione del RIFUGIO DELLE AQUILE - non preoccupatevi del divieto di accesso - da questo punto la strada comincia a salire significamente passando vicino a una zona piena di antenne - ignorare il bivio di sinistra - proseguire salendo con ampie svolte fino al Rifugio delle Aquile.

Qui l'asfalto finisce e inizia una strada brecciata. Proseguendo e ignorando il bivio di sinistra, proseguire su strada sterrata che si immette nel bosco di faggi.

Si esce dal bosco mentre la strada tende a spinarare. Qui si gode un meraviglioso paesaggio con vista sul Gran Sasso. Si proseguue fino a lambire PIANO MAGGIORE (dove la strada torna ad essere asfaltata) e più avanti si raggiunge MACCHIA DA SOLE.

L'anello si può chiudere continuando in discesa verso Garrufo, Campovalano per poi far rirorno a Traversa di Campli.

","e 11

",https://www.piste-ciclabili.com/print/2802-giro_della_montagna_di_campli:_traversa_-_macchia_da_sole
40,6108, No, No,"
Itinerario ad anello nell'entroterra abruzzese passando per Campli e Civitella del tronto

"," 4 gennaio 18

",https://www.piste-ciclabili.com/print/6108-giulianova_-_campli_-_civitella_(anello)
41,1686, Non votato, No,"
Piacevole strada asfaltata, poco trafficata, panoramica, e frquentata da ciclisti, podisti e cavalli.

"," 1 settembre 09

",https://www.piste-ciclabili.com/print/1686-giulianova_-_contrada_salino
42,5604, No, No,"
Itinerario nell'entroterra abruzzese da cui si gode un'ottima vista del Gran Sasso.

Il percorso è tutto su strade asfaltate con pochissimo traffico

"," 15 agosto 15

",https://www.piste-ciclabili.com/print/5604-giulianova_-_montone_-_bellante_-_sant%27onofrio
43,2497, Non votato, Non votato,"
Itinerario che attraversa aperte campagne tra i due comuni.

Il dislivello minimo lo rende adatto anche a bambini. I tratti di breccia richiedono preferibilmente ruote con battistrada tacchettato.


"," 22 agosto 10

",https://www.piste-ciclabili.com/print/2497-giulianova_-_santa_maria_dell%27arco_di_mosciano_sant%27angelo
44,1043, Si, Si,"
Tratto di ciclopedonale lungo la statale 16, protetto da guard rail.

"," 4 dicembre 08

",https://www.piste-ciclabili.com/print/1043-giulianova_ss16_sud
45,757, No, No,"
Collegamento ciclabile tra la stazione FS di Giulianova e la ciclabile corridoio verde adriatico.


"," 7 settembre 08

",https://www.piste-ciclabili.com/print/757-giulianova:_stazione_fs_-_ciclabile_lungomare
46,1023, No, No,"
Pista ciclabile in sede propria a norma, separata e protetta dalla strada tramite una fascia verde con alberi.

"," 24 novembre 08

",https://www.piste-ciclabili.com/print/1023-giulianova:_viale_orsini
47,1555, No, Non votato,"
Percorso su fondo misto: asfalto e strada bianca.

"," 9 giugno 10

",https://www.piste-ciclabili.com/print/1555-grasciano_-_cordesco
48,2891, No, No,"
Il percorso stradale, molto panoramico e con traffico quasi nullo, si sviluppa a mezzacosta sulle pendici della Montagna dei Fiori, tra la Provincia di Teramo e di Ascoli. Presenta ampie vedute sulle colline e il mare Adriatico.

","e 11

",https://www.piste-ciclabili.com/print/2891-intorno_alla_montagna_dei_fiori:_da_villa_lempa_a_colle_san_marco
49,90, Si, Si,"
Pista ciclopedonale inaugurata il 30 giugno 2007 che collega il fondovalle della Val Vibrata con i paraggi della Badia di Corropoli.

"," 14 giugno 11

",https://www.piste-ciclabili.com/print/90-la_ciclabile_della_badia:_val_vibrata_-_badia_di_corropoli
50,2362, No, No,"
Percorso per mountain bike, quasi tutto asfaltato. Collega sette borghi: Torricella Sicura, Piano Grande, Cavuccio, Villa Tordinia, Villa Ripa, Travazzano e Frondarola.

"," 15 giugno 10

",https://www.piste-ciclabili.com/print/2362-la_via_dei_borghi
51,1912, Non votato, Non votato,"
L'itinerario percorre un sentiero che permette di costeggiare il lago di Barrea in bicicletta.

"," 6 dicembre 09

",https://www.piste-ciclabili.com/print/1912-lago_di_barrea:_sentiero
52,3182, Si, Si,"
Pista ciclabile ben segnalata e separata dal traffico automobilistico, che circonda quasi interamente il quartiere residenziale della 167.

L'unica cosa da segnalare è un brevissimo tratto di qualche decina di metri non segnalato, che ho indicato nella mappa.

Anello molto facile, adatto anche ai bambini.

"," 11 agosto 11

",https://www.piste-ciclabili.com/print/3182-lanciano:_anello_della_167
53,3363, Si, No,"
Ciclostrada che collega i lidi di Le Morge e Casalbordino.
si consiglia l'utilizzo di city-bike o mountain-bike.

"," 2 settembre 11

",https://www.piste-ciclabili.com/print/3363-lido_le_morge_-_lido_casalbordino
54,1035, Si, No,"
Percorso sulla sponda nord del Vibrata nel tratto compreso tra il ponte cicolopedonale a valle, inserito nella ""Ciclovia Adriatica"" (Bicitalia n.6) e il ponte stradale della ex SS 16.

Il percorso è ricavato sugli argini fluviali.

"," 20 settembre 10

",https://www.piste-ciclabili.com/print/1035-lungofiume_foce_del_vibrata
55,1726, Non votato, Non votato,"
Piacevole pedalat amista, con sterrato, strada binaca e strada asfaltata attraverso campagna, zona industriale, zona residenziale, e nuovamente campagna.

"," 10 ottobre 09

",https://www.piste-ciclabili.com/print/1726-lungofiume_tordino:_da_giulianova_a_mosciano_stazione
56,1549, No, Non votato,"
Pista con fondo misto sia su strada brecciata sia su asfalto.
Ideale da percorrere con la mountain bike.
Adatta a tutti perchè con basse pendenze.

"," 4 luglio 09

",https://www.piste-ciclabili.com/print/1549-lungofiume_vomano:_scerne_di_pineto_-_montorio_al_vomano
57,1548, No, Non votato,"
Percorso di lungofiume

"," 4 luglio 09

",https://www.piste-ciclabili.com/print/1548-lungofiume:_giulianova_lido_-_mosciano_stazione
58,3800, No, No,"
Oggi Vi presento un tracciato veramente molto carino, 40 km. di percorso in cui si alternano salite, in alcuni tratti anche molto dure, a discese divertenti ed a tratti pianeggianti ed asfaltati che ci consentono di recuperare.

Molte le fontane a cui attingere e paesaggi in cui si alternano prati di alta montagna e paesini arroccati dove possiamo ammirare anche antichi manufatti di origine medievale. Da segnalare la chiesa di ""S.Maria in Valle Porclaneta"" in Rosciolo.

Roadbook

Si parte dal casello dellautostrada di Magliano dei Marsi, punto facilmente raggiungibile da qualsiasi direzione si provenga.

Ci muoviamo in direzione di Rosciolo, su strada inizialmente in piano che man mano aumenta la pendenza. Superiamo il cimitero di Rosciolo ed incontriamo le prime case. Quando siamo nellabitato troviamo sulla sinistra un fontanile ed a destra una strada ben segnalata con lindicazione per S.Maria in Valle. Imbocchiamo questa strada che ci porta fino alla chiesetta.

Seguendo la strada, dopo la chiesa, imbocchiamo sulla destra una ripida rampa che seguiamo senza possibilità derrore fino ad un altopiano dove si incrociano varie strade.
A sinistra si torna a Rosciolo, dritto e a destra si procede verso S.Anatolia. Prendiamo decisamente a destra e seguiamo la strerrata ancora per circa 900 metri e, appena comincia la discesa, ci troviamo ad un fontanile. Da qui è tutta discesa fino a S.Anatolia.
Continuiamo a scendere su asfalto fino allincrocio con la SR578, la prendiamo girando a sinistra fino al bivio per Marano. Qui ricomincia una bella salita che ci porta fino al paesino di Marano.

Lo attraversiamo e prendiamo la strada panoramica in direzione del cimitero, superiamo il cimitero e poco dopo ci troviamo nella parte superiore del paese. Seguiamo ancora la strada che, finito il paese, diventa strerrata e ci porta fino a quota 1100 mt. ad un valico che si affaccia sulla valle del Tagliacozzano. Al valico troviamo un bel fontanile e ci rifocilliamo prima di una impegnativa discesa.

Riprendiamo la discesa su una sterrata molto sconnessa e sdrucciolevole fino a S.Donato. Superiamo il paese ed al bivio prendiamo a destra. Seguendo la strada asfaltata incrociamo un bivio a sinistra che prendiamo in leggera salita. Dopo 500 mt. imbocchiamo uno stretto e ripido sentiero a destra che ci porta in 400 mt. ad incrociare una sterrata che prendiamo verso sinistra. Dopo 900 metri giriamo ancora a sinistra. Dopo altri 1600 metri giriamo ancora a sinistra e qui, seguendo la sterrata ci aspetta lultima salita che ci potra fino alla piazzetta di Sorbo. Qui una fontanella ci rinfresca dopo una rampa piuttosto cattiva.

Prendiamo a destra e seguiamo lasfalto, mantenendoci sulla sinistra, fino a Scurcola.
Da qui possiamo inoltrarci nella parte alta del paese per scendere lungo una delle numerose gradinate o seguire una delle tante strade che ci riportano sulla SS5 e poi al parcheggio dove abbiamo lasciato le auto.
Se può interessare consiglierei, a Scurcola, LAntica Locanda del Corso, ristorantino dove potrete assaggiare della buonissima cucina.

Come arrivare al punto di partenza:
Uscita autostrada A25 Magliano dei Marsi


"," 28 maggio 12

",https://www.piste-ciclabili.com/print/3800-magliano_de%27_marsi:_giro_2_regioni
59,1931, Non votato, No,"
La ciclabile di Magliano dei Marsi corre lungo via vittorio veneto

"," 9 dicembre 09

",https://www.piste-ciclabili.com/print/1931-magliano:_ciclabile_di_via_vittorio_veneto
60,3799, No, No,"
Splendida escursione nei Monti Simbruini, difficoltà medio-facile con qualche tratto un po più sconnesso ed impegnativo.Il continuo sali scendi consente il recupero tra una salita e laltra. Gli ultimi chilometri, in salita, possono risultare faticosi se non si è adeguatamente allenati.

ROADBOOK:
Per seguire il percorso ci siamo affidati allottima recensione ed alla traccia GPS trovate sul sito di Paola e Gino (itinerario 21) di cui qui di seguito trovate un sunto.

Km 0,0 1450 mslm
Superata la prima difficoltà nel trovare il campeggio (non segnalato) si inizia a pedalare in piano su una bella sterrata. Dopo alcuni saliscendi la strada curva verso destra e perde quota con un paio di tornanti giungendo nella Piana del Pozzo
Km 4,3 1327 mslm
Un centinaio di metri dopo aver incontrato sulla sinistra una casetta in muratura ed un recinto per il bestiame abbandonare la sterrata e prendere la traccia verso destra. Sul fianco della collina di fronte, fare caso ad alcuni pali gialli con cappellotto arancione; è il metanodotto che incroceremo successivamente. Nella valletta la strada diventa più evidente
Km 6,0 1412 mslm
All'altezza di una pozza secca la traccia pricipale si inoltra a sinistra nel bosco. Per chi ha problemi di orientamento conviene seguire questa pista che diventa successivamente una buona sterrata e prosegue lungo il metanodotto. Per chi ama il fuoristrada si può continuare dritti come abbiamo fatto noi
Km 7,2 1425 mslm
Superata una prima traccia che piega verso sinistra e si perde in una radura prendere la seconda che entra nel bosco di sinistra e comincia a salire verso destra. Si seguono con diffoltà le tracce di pneumatici e, superata una sella, si scende nella valletta per 2 km
Km 9,2 1271 mslm
Anche se abbiamo avuto l'impressione di perderci nel bosco scendendo si arriva per forza nella piana di Camposecco all'altezza di un fontanile (senz'acqua) poco a monte di una centralina del metanodotto. Prendiamo la comoda sterrata in leggera salita a sinistra
Km 9,5 1294 mslm
All'incrocio si gira a destra nel bosco. Se al km 6 avessimo girato a sinistra saremmo arrivati comunque in questo punto. Si pedala agevolmente in leggera salita per 1,5 km per poi scendere in un ampio pianoro
Km 11,3 1333 mslm
In corrispondenza di un fontanile accanto ad una casetta e ad un recinto per animali giriamo verso destra percorrendo tutta la piana. Al termine la strada riprende a scendere
Km 14,6 1164 mslm
All'altezza di un tornante a destra si lascia la sterrata principale che scende verso Pereto e si prende a sinistra proseguendo in leggera salita nella valle per circa 6 km
Km 17,1 1236 mslm
Si prosegue nella bella piana di Campolungo dominata dal Monte Morbano. Al km 21 superata una casetta con fontanile la sterrata piega a sinistra ed inizia a salire con pendenza del 15%. Si supera un tornante a destra ed un altro fontanile
Km 23,6 1459 mslm
Si trascura una deviazione che scende verso destra e si arriva in breve al rifugio Morbano (1473 mslm quota massima della giornata). A destra bel panorama verso il Monte Autore. Si prosegue in discesa
Km 25,3 1371 mslm
Si incontra un bivio con croce in ferro. A destra si scende verso piano Morbano e fosso Fioio. Noi proseguiamo a sinistra per altri 300 m
Km 25,6 1356 mslm
Fare attenzione a prendere la sterrata che scende a sinistra. Proseguendo dritti arriveremmo alla località turistica di Campo Rotondo
Km 27,1 1310 mslm
Si trascura la deviazione a sinistra proseguendo verso destra. Entrati nella valletta ci troviamo di fronte ad una ripida rampa al limite della pedalabilità in assenza di fango
Km 28,9 1344 mslm
Superata una casetta sulla sinistra si arriva a Fonte della Spina. Da qui si può proseguire liberamente nel valloncello che scende verso destra o seguire la pista che segue il limitare del bosco sulla sinistra per poco più di 1 km
Km 30,3 1308 mslm
Si prendono le tracce di fondovalle verso sinistra
km 30,7 1320 mslm
Ci ritroviamo al laghetto di Piano del Pozzo e riprendiamo verso destra la sterrata percorsa all'inizio del giro che ci riporta in 5 km al punto di partenza


"," 26 maggio 12

",https://www.piste-ciclabili.com/print/3799-marsia_-_anello_del_monte_morbano
61,2396, Non votato, No,"
martinsicuro statale 16 -colonnella centro

"," 23 giugno 10

",https://www.piste-ciclabili.com/print/2396-martinsicuro_-_colonnella
62,1039, Si, Si,"
Tratto di ciclabile ricavato dalla carreggiata stradale del lungomare.

Il lungomare è stato reso a senso unico e una fila di parcheggi al centro carreggiata separa la corsia per le auto dalla ciclabile sul lato mare.

Il fondo in asfalto è stato dipinto in verde, quindi ben visibile e soccevole.

"," 2 dicembre 08

",https://www.piste-ciclabili.com/print/1039-martinsicuro_-_villa_rosa
63,1051, Non votato, Non votato,"
Il percorso va dalla punta del molo di Martinsicuro, con uno splendido panorama sulle coste abruzzese e marchigiana e sui monti, al ponte ferroviario.

Il molo ha fondo in cemento è riservato a pedoni e bici, soprelevato rispetto alla strada.

Poi inizia il percorso sull'argine, in terra battuta, magnifico per naturalisti e appassionati di birdwatching.

"," 6 dicembre 08

",https://www.piste-ciclabili.com/print/1051-martinsicuro:_lungofiume_tronto
64,1040, No, Si,"
lungo tratto che va falla foce del Tronto fino a Villa Rosa, miso ciclopedonale.

"," 19 settembre 11

",https://www.piste-ciclabili.com/print/1040-martinsicuro:_lungomare
65,5483, No, No,"
Bellissimo giro nelle faggete dei Monti Simbruini.

Si parte da Marsia e si entra nell'area sterrata da dove si prosegue seguendo il sentiero e scendendo per qualche tornante che poi bisognerà rifarsi in salita.

Nella piana si gira a destra e ci si inoltra in una valletta e successivamente in una faggeta. Si scende nel bosco e una volta usciti si comincia a risalire seguendo il sentiero che ci riporterà nella piana principale.

"," 1 maggio 15

",https://www.piste-ciclabili.com/print/5483-monte_morbano
66,249, Si, Si,"
Pista ciclabile che collega Montesilvano a Pescara e che corre sull ex-ferrovia.

","e 12

",https://www.piste-ciclabili.com/print/249-montesilvano_-_pescara
67,2496, Non votato, Non votato,"
Itinerario che percorre paesaggi incantevoli tra le campagne dei comuni di Mosciano Sant'Angelo e Giulianova.

L'itinerario, tecnicamente un po' difficile, è adatto a mountain bike.

"," 22 agosto 10

",https://www.piste-ciclabili.com/print/2496-mosciano_sant%27angelo_-_giulianova_per_vecchie_carrarecce_di_campagna
68,2495, Non votato, Non votato,"
Il percorso è su strade bianche, non trafficato e in buona parte costeggia l'argine sinistro del fiume Tordino.
È un tratto utile del futuro percorso ciclopedonale da Teramo al mare.

"," 22 agosto 10

",https://www.piste-ciclabili.com/print/2495-mosciano_stazione_-_cordesco
69,2942, Si, No,"
Circuito con breve pedalata lungo il torrente Nora fino alla confluenza con il fiume Pescara e ritorno.


"," 8 maggio 11

",https://www.piste-ciclabili.com/print/2942-nora_-_villarea
70,1857, Non votato, Si,"
Meraviglioso percorso panoramico sui promontori d'Abruzzo, Torre Mucchia e i Ripari di Giobbe, da dove inizia a distendersi la ""coosta dei Trabocchi"", che si estende fino a Vasto.
Percorso stradale con salite piuttosto dolci.

"," 7 novembre 09

",https://www.piste-ciclabili.com/print/1857-ortona:_lido_riccio_-_centro_storico
71,1863, Non votato, Non votato,"
Piacevole stradina alternativa che pormette di evitare il trafifco motorizzato e godere del panorama dal promontorio di Torre Mucchia.

"," 7 novembre 09

",https://www.piste-ciclabili.com/print/1863-ortona:_lido_riccio_-_torre_mucchia
