,_id,tappa_intermedia,tappa_intermedia_lat,tappa_intermedia_lng
39,3424,Attraversamento pericoloso (36 m slm),45.1301056064738,10.1924157142639
40,3424,Cremona centro (55 m slm),45.1340263101263,10.0259149074554
41,3156,Attraversamento pericoloso (28 m slm),45.0778,10.37354
42,3156,Prendere la via postumia verso cremona (33 m slm),45.111482369177,10.3359138965607
43,3156,Santuario ca de cervi (31 m slm),45.1213,10.24276
44,3156,Attraversamento pericoloso (36 m slm),45.12987,10.19224
45,3156,Tratto da percorrere in fila indiana (34 m slm),45.13201,10.18153
46,3156,Arriva a cremona porta venezia (43 m slm),45.13449,10.03746
47,3571,Casteldidone (28 m slm),45.0681863667899,10.4046750068665
48,3571,Attenzione (32 m slm),45.1328304483909,10.3670704364777
49,3571,Attenzione (27 m slm),45.1849255590061,10.3194880485535
50,3571,Fiesse (38 m slm),45.2322283076967,10.3209793567657
51,3325,Incrocio con scarsa visibilità (24 m slm),45.0700352222257,10.4278814792633
52,3325,Rotatoria (23 m slm),45.0687092049246,10.4410511255264
53,3325,Attraversamento pericoloso (25 m slm),45.0670497456504,10.4873460531235
54,3325,Attenzione strada statale (20 m slm),45.0690274518824,10.5869418382645
55,3576,Sottopasso ristorante la contea (26 m slm),45.1252270573863,10.5388444662094
56,3576,Goito (30 m slm),45.2390279602912,10.6633257865906
57,3576,Attenzione al ponte sul mincio ss.236 (30 m slm),45.2545281259154,10.6722092628479
58,3576,Collegamento a mantova-peschiera in località marengo (35 m slm),45.2545432312262,10.7320761680603
59,3410,Casteldidon (30 m slm),45.0682924502764,10.4047232866287
60,3410,Gatarol caplin (33 m slm),45.1112855057503,10.3238761425018
61,3410,La metropoli:san pietro in mendicate (32 m slm),45.1137083929806,10.2987545728683
62,3410,Poz barunz (pozzo baronzio) (39 m slm),45.1472699371544,10.2730321884155
63,3410,"Se intero vuoi restare, attenzione devi prestare.attraversamento pericoloso (40 m slm)",45.1733546646864,10.2273058891296
64,3410,"Piaza da gruntard(se, a sunti casalasc) (47 m slm)",45.2015404256147,10.1508119702339
65,3456,Casteldidone (28 m slm),45.0682772955047,10.404589176178
66,3456,Attenzione (41 m slm),45.191352817591,10.192791223526
67,3456,Grontardo (46 m slm),45.2016160225669,10.1507958769798
68,3369,Casteldidon (29 m slm),45.0680992266358,10.4045087099075
69,3369,Gatarol caplin (32 m slm),45.1101800292805,10.3232753276825
70,3369,Viadotto pericoloso (44 m slm),45.1522638776171,10.1014351844788
71,3369,Iper centro commerciale cremona 2 (46 m slm),45.1548136451345,10.09949862957
72,3567,Casteldidone chiesa (28 m slm),45.0681049096934,10.4045194387436
73,3567,Gattarolo cappellino (31 m slm),45.1112855057503,10.3238761425018
74,3567,San peder (29 m slm),45.1137386784201,10.2972900867462
75,3567,Passaggio a livello fs mn-cr-mi con tempi di sosta lunghi (32 m slm),45.1372201976541,10.3074610233307
76,3567,Attenzione alla via mantova ss.10 (34 m slm),45.14655864337,10.3093063831329
77,3567,Isola dovarese (37 m slm),45.1755328950323,10.3121495246887
78,3567,Ponte pedonale sull'oglio (31 m slm),45.1780438071881,10.3149604797363
79,3567,Attenzione in questo tratto (26 m slm),45.1367055548819,10.3694844245911
80,3567,Casteldidone chiesa (28 m slm),45.0685292430629,10.4048533737659
81,3597,Casteldidone (28 m slm),45.0681409023783,10.4045730829239
82,3597,Via giuseppina attenzione (27 m slm),45.0807634650025,10.3515458106995
83,3597,Santuario di caruberto (29 m slm),45.0778543100653,10.3323304653168
84,3597,San faustino (26 m slm),45.0696866720869,10.3242409229279
85,3597,Attenzione (27 m slm),45.0505434600946,10.2714228630066
86,3597,Ciclabile di golena po (28 m slm),45.0505737790363,10.2649426460266
87,3597,Motta baluffi (30 m slm),45.0545757382478,10.2565312385559
88,3241,Bellissima piazza (0 m slm),45.1758618913316,10.3122675418854
89,3241,Ponte vecchio di isola dovarese (0 m slm),45.1785278257182,10.3155022859573
90,3241,Fare attenzione su questo tratto. vi è anche un'altra strada strada ma è più lunga (0 m slm),45.1788303352102,10.3133940696716
91,3202,la tenda di cristo (animali (26 m slm),45.0946140107294,10.3989082574844
92,3202,I lagazzi (sito unesco) La zona sorge lungo un alveo fluviale relitto oggi percorso da due fossi denominati Lagazzo e Gambina di Mezzo. Qui vi sorge un bosco igrofilo affiancato da un canneto lungo le sponde dei due corsi d'acqua. La campagna circostante è coltivata prevalentemente a prato. Nei pressi sono stati ritrovati insediamenti palafitticoli risalenti all'Età del Bronzo i cui oggetti sono ora stati collocati presso il Museo Archeologico di Piadena (26 m slm),45.1124818191759,10.390899181366
93,3202,ritornare fino all'asfalto e prendere a sinistraper piadena (26 m slm),45.1124666761247,10.3906738758087
94,3202,Attraversare la strada e prendere la ciclabile (30 m slm),45.1204162253384,10.3792476654053
95,3427,Casteldidone (30 m slm),45.0682772955047,10.404599905014
96,3427,Gazol (21 m slm),45.0706035059376,10.5839900672436
97,3192,Ponte colombarola (20 m slm),45.0590548718023,10.4692384600639
98,3192,Santuario madonna della fontana (24 m slm),44.9918196474804,10.4340746998787
99,3192,Rotatoria fare attenzione ai camion (24 m slm),44.9891753372242,10.4217553138733
100,3192,Il listone di casalmaggiore (31 m slm),44.9863525816164,10.4152536392212
101,3192,Inizio sentiero nel parco golena (ci sono i cartelli) (24 m slm),44.9877924319868,10.4114221036434
102,3343,Eremo di san remigio (20 m slm),45.0123591647164,10.4918789863586
103,3343,Palazzo ducale (27 m slm),44.9995052855899,10.4896661639214
104,3343,Piazza d'armi (26 m slm),44.9980296926827,10.4893523454666
105,3343,Galleriadegli antichi (26 m slm),44.9977603644265,10.4899504780769
106,3367,Sottopasso ss10 (28 m slm),45.1351615986966,10.3568780422211
107,3367,Attravesamento ss343 %22asolana%22 (27 m slm),45.1448541506049,10.3723382949829
108,3367,Passaggio su ciclabile del ponte sull'oglio della ss343 %22asolana%22 (25 m slm),45.1495399643346,10.37234634161
109,3367,Qui occorre attenzione (35 m slm),45.2107360577079,10.391618013382
110,3367,Asola (42 m slm),45.2206897024905,10.4133599996567
111,3545,Casteldìdon (28 m slm),45.06825,10.40463
112,3545,Scandùlèra a destra (0 m slm),45.05581,10.31344
113,3545,Castelpunzon (0 m slm),45.05575,10.30949
114,3545,Scàndulèra (0 m slm),45.05477,10.30372
115,3545,Le sorgenti del navarolo (canale acque alte) (0 m slm),45.06601,10.30878
116,3457,Ponte dei martinelli (20 m slm),45.0590776076258,10.4692947864532
117,3457,La rotonda del conad (26 m slm),44.9905714875401,10.4246091842651
118,3457,Sacavrera (25 m slm),44.9513753091145,10.4456377029419
119,3457,Ponre sul po di viadana (25 m slm),44.9197498969833,10.5341184139252
120,3457,Bresciello (26 m slm),44.901058111952,10.5139803886414
121,3463,Chiesa (30 m slm),45.0682469859492,10.4047179222107
122,3463,La dremuna (23 m slm),45.0650340819191,10.4004693031311
123,3463,I ronchi (24 m slm),45.0499067586082,10.3991657495499
124,3463,Biogas (23 m slm),45.0429328974557,10.4064452648163
125,3461,Casteldidone chiesa (28 m slm),45.0682697181173,10.404594540596
126,3461,A destra verso la sabiunera (24 m slm),45.0670952109299,10.406751036644
127,3461,"A sinistra, seguire l'argine (22 m slm)",45.0647006570076,10.4060000181198
128,3461,Giù (22 m slm),45.0646097226033,10.4108065366745
129,3461,Al boodri (22 m slm),45.0534312671408,10.413231253624
130,43,Il parcheggio dove lasciare la macchina (220 m slm),45.615579,8.895296
131,43,L'arrivo in piazza a Castiglione Olona.http://it.wikipedia.org/wiki/Castiglione_Olona (291 m slm),45.755591,8.865768
132,6012,Stazione Castellanza (216 m slm),45.6100635345524,8.87919763103127
133,6012,Via Fosse Ardeatine (216 m slm),45.61058139281,8.88528624549508
134,6013,Scuole (216 m slm),45.6101648550225,8.88709941878915
135,6013,Parco De Gasperi (216 m slm),45.6083748331047,8.88568857684731
136,6013,Parco De Gasperi (216 m slm),45.606611023978,8.88066211715341
137,6013,Esselunga di Castellanza (216 m slm),45.6042466821954,8.87865582481027
138,926,Partenza (0 m slm),45.4943338686843,8.79237771034241
139,926,Attraversare il ponte (0 m slm),45.5169959367548,8.75091075897217
140,926,Proseguire su questo lato (0 m slm),45.5171808711404,8.7502133846283
141,926,Arrivati alla fine delle case di turbigo girare a sinistra (0 m slm),45.5315941101925,8.72994661331177
142,926,Proseguire passando davanti alla centrale idroelettrica (0 m slm),45.5319398322397,8.72873961925507
143,926,Proseguire sullo sterrato costeggiando un piccolo canale (0 m slm),45.5405145620349,8.72470557689667
144,926,Proseguire (0 m slm),45.5426185904043,8.7226402759552
145,926,Proseguire (0 m slm),45.5809394497257,8.70424032211304
146,926,Girare a sin sul ponte (0 m slm),45.581288622856,8.7057638168335
147,926,Girare a sin (0 m slm),45.5818292737411,8.70546340942383
148,926,Arrivo ci sono diversi punti di ristoro. (0 m slm),45.5891050270378,8.70608568191528
149,1723,"Si parte da Castelletto Ticino, piazzetta lungo via Varallo Pombia. (228 m slm)",45.7130306240055,8.64465773105621
150,1723,"Si scende verso il Ticino, lungo via Belfanti. (233 m slm)",45.7123114414652,8.64554822444916
151,1723,"Qui, in presenza di una discesa con bivio, tenere la destra. Qui parte la vera ciclabile. (216 m slm)",45.7100601904603,8.65321397781372
152,1723,Sottopassaggio autostrada. Diga della Miorina. (226 m slm),45.7079624373638,8.65250587463379
153,1723,Arrivo alla SS 336. (251 m slm),45.6703543564453,8.65752696990967
154,236,Cusago: castello (126 m slm),45.4472534416173,9.03406620025635
155,236,Cisliano: cimitero (125 m slm),45.4423155252082,8.99186968803406
156,236,Area industriale (126 m slm),45.43948506118,8.97556185722351
157,236,Attenzione: attraversamento pericoloso (124 m slm),45.4384537131941,8.97402763366699
158,236,"Cascina Scanna: chiedere il permesso, non è casa vostra! (124 m slm)",45.4379568526915,8.9722466468811
159,236,Attraversamento pericoloso (122 m slm),45.4333644500523,8.96807312965393
160,236,Ferrovia: attraversamento al passaggio livello (118 m slm),45.4036930432204,8.94006013870239
161,2261,Partenza (95 m slm),45.3568347218211,9.32443141937256
162,2261,Arrivo (86 m slm),45.3556699284536,9.32686418294907
163,1617,Partenza (0 m slm),45.7694388662039,8.95892143249512
164,1617,Fine asfalto comincia un leggero sterrato (0 m slm),45.7606970191406,8.9567756652832
165,1617,Da qui il tracciato si fa un po impegnativo (0 m slm),45.7565052367552,8.95887851715088
166,1617,Passaggio sinuoso e stretto (0 m slm),45.751953802189,8.96141052246094
167,1617,Si ritorna su asfalto (0 m slm),45.7465035698418,8.96252632141113
168,1617,Rientriamo nel bosco con sterrato scorrevole (0 m slm),45.7553973559436,8.9463472366333
169,1617,Ritorno su asfalto e una fontana di acqua fresca (0 m slm),45.7630921819762,8.94166946411133
170,1617,Arrivo alla partenza (0 m slm),45.7698579614435,8.95814895629883
171,2907,Partenza dal centro sportivo dove si puo parcheggiare gratuitamente. (124 m slm),45.4639006689683,10.3019571304321
172,2907,Hanno ormai fatto il ponte.ci si passa. (111 m slm),45.4556548097173,10.2611178159714
173,2907,Arrivo (70 m slm),45.3547388304285,10.1415073871613
174,5331,Partenza da capodimonte (118 m slm),45.4671998,10.2667908999999
175,5331,Consigliato caffe al bar della piazza per poi ripartire sulla via del rientro (64 m slm),45.3549991,10.1416386999999
176,5443,Partenza da Castenedolo (127 m slm),45.478185,10.2867456
177,5443,Arrivo sul lungolago di Salò (0 m slm),45.6067734,10.5269908
178,142,Castiglione delle Stiviere m.113 slm (112 m slm),45.3907954303781,10.4876518249512
179,142,Barche di Castiglione (134 m slm),45.388082940923,10.5291938781738
180,142,Solferino m.124 (126 m slm),45.3707199259287,10.5666160583496
181,142,Cavriana m.155 (143 m slm),45.3495515424148,10.5978584289551
182,142,Volta Mantovana m. 113 (85 m slm),45.3198059374768,10.6551933288574
183,142,Pozzolo m.54 (47 m slm),45.3050781947348,10.711841583252
184,4148,Tratto ciclabile/pedonale Castione della Presolana (837 m slm),45.904672741492,10.0256359577179
185,4148,Castione della Presolana Chiesa/Parrocchia Sant'Alessandro (866 m slm),45.9073006077793,10.0340044498444
186,3698,"Inizio, c'è dove lasciare la macchina (80 m slm)",45.1396773005091,9.10004138957447
187,3698,Il parcheggio della piscina (79 m slm),45.1374623808809,9.08865451812744
188,3698,Fine (79 m slm),45.137038559559,9.08650875091553
189,6165,Deviazione dalla strada asfaltata verso la stradina ciclopedonale (87 m slm),45.3073570199457,9.2314338684082
190,6165,Chiesa di Santa Maria Assunta (87 m slm),45.3102695572048,9.2095685005188
191,6165,"Incrocio semaforizzato con strada provinciale vigentina, presso il cimitero di Siziano (88 m slm)",45.3100431995691,9.20733690261841
192,6165,Possibile prosecuzione su strada sterrata lontano dai veicoli (88 m slm),45.30940939338,9.20259475708008
193,6165,"Fine strada sterrata, a destra si va a Siziano su asfalto (88 m slm)",45.3086246711358,9.19849634170532
194,1907,Partenza (171 m slm),45.5845512216751,9.40798759460449
195,1907,"Strada in zona industriale, poco trafficata attenzione autotreni in manovra! (175 m slm)",45.5903926395427,9.38791394233704
196,1907,"Attraversamento strada provinciale, su pista ciclabile, ben segnalato ed illuminato (176 m slm)",45.5914737607566,9.38024282455444
197,1908,Partenza (171 m slm),45.5844310833088,9.40820217132568
198,1908,Attraversamento sp NON segnalato auto veloci ATTENZIONE (165 m slm),45.5800008015139,9.3988037109375
199,1908,Zona industriale mezzi pesanti non molto frequenti (164 m slm),45.5752697756785,9.39914703369141
200,1908,Strada stretta per un breve tratto con mezzi pesanti (164 m slm),45.5746689819709,9.39601421356201
201,1908,Sottopassso ciclopedonale sp13 (149 m slm),45.5516537456045,9.38812851905823
202,1908,Stazione MM2 di bussero si segnalano furti e vandalismo alle bici parcheggiate (136 m slm),45.5255924877656,9.37629461288452
203,3593,Partenza dal parcheggio campo da calcio cenate sotto. (0 m slm),45.6967006528655,9.82366561889648
204,3593,Svoltare a sinistra nella via dei morti (0 m slm),45.6982293315213,9.81984078884125
205,5973,ABC - Parco Groane (244 m slm),45.651985812241,9.09805870047421
206,5973,J - Cappelletta Pax in Terris (232 m slm),45.6501858756862,9.05227160488721
207,5973,Da O a Z - Parco del Lura (232 m slm),45.6543575153083,9.0450548530498
208,5973,Da F a M - Bosco Moronera (262 m slm),45.6749661651134,9.02407157438574
209,5973,W - Cascina Restelli (264 m slm),45.6805732940926,8.98720729106572
210,5973,B - Cascina Castigliona (267 m slm),45.68213239589,8.9693759707734
211,5973,D - Torrente Antiga (266 m slm),45.6826870670028,8.96862494962988
212,4389,Cepina - Dosso della Benedizione (1171 m slm),46.434671805511,10.356369876574
213,4389,Cepina - Ponte di Zola (1151 m slm),46.439054954137,10.356509125521
214,4389,Capitania - Stab. Levissima: passaggio ciclabile (1155 m slm),46.448255040412,10.36078496025
215,4389,Santa Lucia - centro sportivo (1169 m slm),46.448370794495,10.357552504827
216,4389,Santa Lucia - dev. SP 28 per Le Motte (1175 m slm),46.458161502416,10.357374615307
217,4389,Dev. per Oga (1391 m slm),46.474009276097,10.354143643091
218,4389,Dev. per Oga paese (1470 m slm),46.465467085401,10.34953638791
219,4389,Oga - Dev. per il Forte di Oga (1501 m slm),46.461958420734,10.344971074994
220,4389,Albergo Al Forte (1717 m slm),46.466811484386,10.336668213169
221,4389,Forte di Oga (1722 m slm),46.467993332734,10.339625877057
222,4386,Cepina Valdisotto - Dosso Benedizione (1170 m slm),46.434456893514,10.356403655643
223,4386,Cepina Valdisotto - Ponte di Zola (1150 m slm),46.439084483971,10.356675087203
224,4386,Capitania - Stab. Levissima: passaggio ciclabile su ponte (1155 m slm),46.448206425374,10.360949522545
225,4386,Santa Lucia - impianti sportivi (1170 m slm),46.448386778395,10.357454939474
226,4386,Santa Lucia - inizio ciclabile (1175 m slm),46.459168445979,10.358276675726
227,4386,Bormio - Pentagono (1202 m slm),46.468076397394,10.358495778675
228,4386,San Gallo (1232 m slm),46.480059559728,10.35716917486
229,4386,Premadio - v. Belvedere (1264 m slm),46.485244185935,10.350564151342
230,4386,Uscita su SS 301 - prestare attenzione! (1304 m slm),46.485177659159,10.345300148512
231,4386,Valdidentro - Località Fornaci (1311 m slm),46.482594163428,10.334329746003
232,4386,Mobilificio Miotto (1325 m slm),46.48105750912,10.330420787175
233,4386,Pian del Vino - Ski Stadium (1319 m slm),46.483264212767,10.318257781948
234,4386,Isolaccia - impianti sportivi (1349 m slm),46.488560066829,10.307266676138
235,4386,Isolaccia - lungo viola (1347 m slm),46.488012586449,10.292208922367
236,4386,Salita verso Semogo (1414 m slm),46.482389980267,10.269658778523
237,4386,Uscita su SS 301 a Semogo (1469 m slm),46.485167826797,10.271930500205
238,4386,Semogo - chiesa (1466 m slm),46.485768583332,10.273788516681
239,4458,Cepina - ponte v. Nazionale (1129 m slm),46.424067885344,10.355455939387
240,4458,Tola: tratto ciclabile (1125 m slm),46.41955345058,10.353302938203
241,4458,Dev. Le Prese (1112 m slm),46.408366878788,10.350973188217
242,4458,Dev. San Bartolomeo (1138 m slm),46.40401560693,10.355234715427
243,4458,San Bartolomeo (1201 m slm),46.391604581187,10.356228390048
244,4458,Tunnel (tratto di 650 mt illuminato) (1289 m slm),46.389460348253,10.361561317657
245,4458,Uscita su SP per Le Prese (1088 m slm),46.379433051954,10.358893499981
246,4458,Ponte del Diavolo (1005 m slm),46.372267891382,10.358400057341
247,4458,Verzedo (978 m slm),46.357206507857,10.354087761332
248,4458,Le Prese (958 m slm),46.351146836494,10.354814639975
249,4458,Grailè (949 m slm),46.341813226501,10.350908002545
250,4458,Mondadizza (923 m slm),46.333358007212,10.349275182272
251,4458,Tratto ciclabile di Sondalo (903 m slm),46.328162400712,10.341261831383
252,4458,Bolladore (860 m slm),46.3265424750514,10.3263330459595
253,4458,Sondalo (899 m slm),46.3306319632497,10.3267407417297
254,4458,Ingresso - Villaggio Morelli (1000 m slm),46.332719113017,10.333686099659
255,4458,Morelli: Pronto Soccorso (1046 m slm),46.334482020428,10.329597684284
256,4458,Morelli: padiglione autorimessa (1110 m slm),46.335802228461,10.324846125479
257,1414,Parco del Ceredo e scuole di Via Tiziano (0 m slm),45.6532094862284,9.18009102344513
258,1414,Accesso al Parco del Meredo (0 m slm),45.6488146353535,9.18778359889984
259,5018,Partenza (98 m slm),45.2109882087967,8.87137413024902
260,5018,Arrivo (98 m slm),45.2107463398947,8.87137413024902
261,2250,Ciclabile Parco delle Groane (percorso n°1); ciclabile per la stazione Ceriano Groane FN (percorso n°21) (223 m slm),45.6294283663847,9.08829588440312
262,2250,Attraversamento con scarsa visibilità (225 m slm),45.6292670594971,9.08527035271618
263,2250,Restringimento ciclabile (225 m slm),45.6291357628506,9.0841223670941
264,2250,Fine ciclabile (218 m slm),45.6283461008175,9.08134091667307
265,2250,Attraversamento (217 m slm),45.6283217167574,9.081057943622
266,2250,Ceriano Laghetto (217 m slm),45.6289238119007,9.0808232503332
267,2250,Inizio area pedonale (217 m slm),45.6289406929792,9.08068779877794
268,2250,Fine area pedonale (216 m slm),45.6289510091913,9.08005077413691
269,2250,Incrocio (216 m slm),45.6289636699944,9.07908920220507
270,2250,Curva cieca (216 m slm),45.628430507029,9.07843742541445
271,2250,Inizio ciclabile (216 m slm),45.6284464504103,9.07812360695971
272,2250,Attraversamento con scarsa visibilità (218 m slm),45.6285449241346,9.07557081387495
273,2250,Attraversamento (con semaforo) (220 m slm),45.6287207696394,9.07184187279199
274,2250,Attraversamento (215 m slm),45.6293946045159,9.05498687265208
275,2250,Ciclabili per il centro di Saronno (217 m slm),45.6291329493476,9.05084285972407
276,2250,Attraversamento (217 m slm),45.6295160533459,9.05075233516982
277,2250,Attraversamento (217 m slm),45.6311094003493,9.05026082036784
278,2250,Attraversamento (219 m slm),45.6328410236368,9.05038956640055
279,2250,Attraversamento (221 m slm),45.6348342231718,9.05054312286666
280,2250,Attraversamento (via Pio XI) (224 m slm),45.6358952647692,9.05061889527133
281,2250,Fine ciclabile (222 m slm),45.6370889711212,9.05082408426097
282,2250,Via Pastore (222 m slm),45.6371574232676,9.05075300572207
283,2250,Via Pozzo (224 m slm),45.6377650496135,9.04869038698962
284,2250,Via Larga (incrocio con semaforo) (223 m slm),45.6379872816778,9.04683832166484
285,2250,Via Trento (223 m slm),45.6366177742831,9.04662374494364
286,2250,Via Togliatti (221 m slm),45.6365872987293,9.04280427668709
287,2250,Via Prampolini (222 m slm),45.6379638395185,9.04280695889611
288,2250,Inizio Parco del Lura (inizio ciclabile) (221 m slm),45.637972278697,9.04267418954987
289,2250,Ciclabile del Lura (222 m slm),45.6380594834668,9.04030311852011
290,6036,Via Mazzini (229 m slm),45.6284558288677,9.07583573833108
291,6036,Via Pellico (229 m slm),45.6263962819524,9.07462874427438
292,6037,Inizio via Pellico (229 m slm),45.6262837362246,9.08022542484105
293,6037,Via Mazzini (229 m slm),45.6286659059029,9.07135108485818
294,1294,Lungolago di Cernobbio (205 m slm),45.8404081184886,9.07783985137939
295,1294,Quartiere di Tavernola (Como) e fiume Breggia (204 m slm),45.8347273273097,9.07264709472656
296,1294,"Ingresso nel parco di Villa Olmo (pedonale, biciclette a mano) (202 m slm)",45.8202760700188,9.06689643859863
297,1294,Uscita del parco di Villa Olmo (pedonale) (200 m slm),45.8182048892883,9.0667998790741
298,1294,"Passeggiata %22delle ville%22 (Villa Gallia, Villa La Rotonda...) (201 m slm)",45.8141445533396,9.06985759735107
299,1294,"Nel tratto da H ad I ci si imbatte nell'Aeroclub, nello Stadio del Calcio Como, nel Monumento ai Caduti e nel Tempio Voltiano (dedicato ad Alessandro Volta, inventore della pila). (202 m slm)",45.8144735786936,9.07552242279053
300,1294,Nel tratto da I a J si attraversano i giardini pubblici affacciati sul lago e si incrocia la diga foranea. (202 m slm),45.8128882568341,9.07753944396973
301,1294,"Nel tratto da J a K si costeggia Lungo Lario Trento, passando da Piazza Cavour e raggiungendo l'inizio di Viale Geno. (202 m slm)",45.8149521575565,9.08333301544189
302,1294,Villa Geno. (228 m slm),45.8258088103853,9.08135890960693
303,772,La ciclabile si stacca dalla pista Cernusco Carugate (142 m slm),45.5398119493105,9.3364155292511
304,772,Qui si può accorciare il percorso attraversando il parco Increa durante l'orario di apertura (136 m slm),45.5409090733519,9.32409882545471
305,1362,Ciclabile (135 m slm),45.5311018283925,9.34389352798462
306,1362,Via viscontina strada di campagna a bassissimo traffico (137 m slm),45.5315264686738,9.34831380844116
307,1362,Rientro su strada asfaltata (137 m slm),45.5365880842494,9.35733675956726
308,1362,Via monza Bussero (141 m slm),45.5373170396074,9.35985803604126
309,655,Partenza della ciclabile dalla rotonda (136 m slm),45.5325673874825,9.33649063110352
310,655,Attenzione al Benzinaio! (145 m slm),45.5473110414551,9.33367967605591
311,655,Sottopassaggio (147 m slm),45.5479572089946,9.33262825012207
312,2623,Partenza in via verdi sulla pista ciclabile che arriva fino a carugate (136 m slm),45.532627512168,9.33717727661133
313,2623,Arrivo in Via Verdi (136 m slm),45.5323268880973,9.33734893798828
314,2760,Partenza pista ciclabile della martesana (130 m slm),45.5203908142501,9.31818723678589
315,2760,Attraversamento con ponte ciclopedonale (128 m slm),45.5141361423048,9.31917428970337
316,2760,Pista ciclabile di pioltello (125 m slm),45.5113995047113,9.32387351989746
317,2760,Seguire la pista ciclabile per andare a segrate (118 m slm),45.4929312411684,9.32091236114502
318,2760,Seguire la ciclabile (115 m slm),45.4865531698864,9.31220054626465
319,2760,Inizio sentiero (117 m slm),45.4866960826953,9.30976510047913
320,2760,Fine sentiero (118 m slm),45.4878318505483,9.30197596549988
321,2760,Inizio pista ciclabile via modigliani (118 m slm),45.4875685951378,9.29660618305206
322,2760,Seguire la pista ciclabile che costeggia la cava (117 m slm),45.4853346354229,9.28864002227783
323,2760,Attraversamento cassanese su ponte ciclopedonale (119 m slm),45.4910697914619,9.2687326669693
324,2760,Seguire sentiero di via olgetta (127 m slm),45.5016247127178,9.26849663257599
325,2760,Seguire pista ciclabile che porta a Vimodrone (122 m slm),45.5023954791099,9.28560376167297
326,2760,Tratto senza pista ciclabile (126 m slm),45.510121359149,9.28448796272278
327,2760,Attraversamento strada padana con impianto semaforico (128 m slm),45.5116551303407,9.28589344024658
328,2760,Pista ciclabile martesana (129 m slm),45.5173011533414,9.2838442325592
329,496,Innesto Pista Ciclabile lungo il Navilgio Martesana (133 m slm),45.5219243055675,9.33052539825439
330,496,Stazione Metropolitana M1 Cernusco sul Naviglio (132 m slm),45.5209621198221,9.33054685592651
331,496,"Innesto strada padana Superiore, confine Pioltello (129 m slm)",45.515128516466,9.33082580566406
332,2835,Inizio pista ciclabile (139 m slm),45.538072287511,9.33996140956879
333,2835,Fine pista ciclabile (143 m slm),45.544737567963,9.33944642543793
334,2613,Partenza in via Da Vinci nei pressi della ciclovia della martesana (0 m slm),45.5210974281868,9.32698488235474
